field,yield_plan
54.17.09.007.00,3.376785714285714
54.17.09.008.00,3.396875
54.17.09.010.00,2.965358490566038
54.17.09.011.00,3.045833333333333
54.17.09.012.00,3.083849056603774
54.17.09.013.00,2.73264
54.17.09.014.00,2.740258064516129
54.17.09.025.00,
54.17.09.025.01,2.1926861702127662
54.17.09.025.02,2.4
54.17.09.025.03,
54.17.09.025.04,
54.17.09.027.00,0.305
54.17.10.001.00,2.2916666666666665
54.17.10.002.00,2.3000000000000003
54.17.10.003.00,3.3
54.17.10.004.00,1.7
54.17.10.004.01,
54.17.10.004.02,3.8640000000000003
54.17.10.005.01,3.3
54.17.10.005.02,2.66365625
54.17.10.007.00,3.3
54.17.10.007.01,
54.17.10.007.02,
54.17.10.008.00,1.7
54.17.11.001.00,4.1
54.17.11.002.00,3.464130434782609
54.17.11.003.00,3.5062499999999996
54.17.11.008.00,4.1
54.17.11.008.01,2.975
54.17.11.008.02,2.04
54.17.11.009.00,3.663775510204081
54.17.11.010.00,2.975
54.17.11.012.00,2.975
54.17.11.013.00,2.0903483870967743
54.17.11.014.00,3.617857142857143
54.17.11.015.00,3.6164473684210523
54.17.11.016.00,0.2879310344827586
54.17.12.001.00,3.438367346938776
54.17.12.002.00,3.392328767123288
54.17.12.004.00,2.8770434782608696
54.17.12.006.00,2.795294117647059
54.17.12.007.00,2.7575510204081635
54.17.12.008.00,2.6196
54.17.12.009.00,2.482777777777778
54.17.12.010.00,2.4454054054054053
54.17.12.011.00,2.7375
54.17.12.012.00,2.328125
54.17.12.013.00,1.9412549019607843
54.17.12.014.00,2.155659574468085
54.17.12.016.00,1.692
54.17.12.018.00,2.0761538461538462
54.17.12.019.00,2.0571739130434783
54.17.12.020.00,2.081142857142857
54.17.12.021.00,3.5535714285714284
54.17.12.022.00,3.5375
54.17.12.023.00,3.5374999999999996
54.17.12.024.00,8.717948717948717
54.17.12.025.00,
54.17.12.025.01,4.1
54.17.12.025.02,2.7
54.17.12.026.00,
54.17.12.027.00,5.083749999999999
54.17.12.028.00,8.7
54.17.12.029.00,3.5984939759036147
54.17.12.030.00,2.975
54.17.12.030.01,4.1
54.17.12.030.02,9.0
54.17.12.031.00,3.658544303797468
54.17.12.033.00,2.521386996904025
54.17.12.033.01,
54.17.12.034.01,2.7722383720930233
54.17.12.034.02,4.351141552511415
54.17.12.034.03,1.89
54.17.12.034.04,
54.17.12.034.05,3.864
54.17.12.035.00,3.0426666666666664
54.17.12.036.00,2.992123076923077
54.17.12.037.00,4.917857142857143
54.17.12.038.00,8.5
54.17.12.038.01,0.6
54.17.12.038.02,4.6
54.17.12.039.00,6.0625
54.17.12.041.00,5.368695652173913
54.17.12.044.00,5.906666666666667
54.17.12.045.00,3.476923076923077
54.17.12.046.01,3.438235294117647
54.17.12.047.00,3.5297945205479455
54.17.12.048.00,3.3331168831168827
54.17.12.049.00,8.724489795918368
54.17.12.054.00,3.3840909090909093
54.17.12.055.00,3.3
54.17.12.056.00,2.74
54.17.12.057.00,1.89
54.17.12.058.00,4.114285714285715
54.17.12.059.00,4.2
54.17.12.060.00,4.2
54.17.12.061.00,4.082758620689655
54.17.12.062.00,6.0625
54.17.12.063.00,9.0
54.17.12.063.01,2.975
54.17.12.063.02,
54.17.12.066.00,3.4776595744680847
54.17.12.067.00,3.531701030927835
54.17.12.068.00,3.525531914893617
54.17.12.070.00,3.6108695652173908
54.17.12.071.00,3.608802816901408
54.17.12.072.00,2.975
54.17.12.072.01,2.7
54.17.12.072.02,
54.17.12.077.00,2.2263291139240504
54.17.12.078.00,2.2775
54.17.12.079.00,3.747
54.17.12.082.00,3.495238095238095
54.17.12.083.00,3.5090909090909093
54.17.12.084.00,5.974712643678161
54.17.12.085.00,5.740944881889764
54.17.12.087.00,3.4
54.17.12.087.01,3.8
54.17.12.097.00,2.5165217391304346
54.17.12.098.00,2.3514901960784313
54.17.12.099.00,3.4960000000000004
54.17.12.100.00,1.9897435897435898
54.17.12.101.00,1.9115789473684213
54.17.12.102.00,8.5
54.17.12.103.00,0.1
54.17.12.105.00,3.72
54.17.12.106.00,0.2
54.28.01.001.00,1.6
54.28.01.001.01,4.0
54.28.01.001.02,
54.28.01.002.00,
54.28.07.001.00,
54.28.07.001.01,3.5
54.28.07.001.02,
54.28.07.003.00,3.3
54.28.07.004.00,3.32
54.28.07.006.00,6.386956521739131
54.28.07.007.00,8.5
54.28.07.011.00,3.2617021276595746
54.28.07.012.00,4.158878504672897
54.28.07.012.01,
54.28.07.012.02,
54.28.07.013.01,4.806451612903226
54.28.07.013.02,4.803225806451613
54.28.07.013.03,4.0
54.28.07.014.00,3.235294117647059
54.28.07.015.00,3.1052631578947367
54.28.07.016.00,2.0
54.28.07.017.00,3.176470588235294
54.28.07.017.02,
54.28.07.018.01,5.350746268656716
54.28.07.018.02,5.413043478260869
54.28.07.019.00,3.2
54.28.07.019.01,3.0
54.28.07.019.02,
54.28.07.020.00,3.6127906976744186
54.28.07.021.01,4.328451882845188
54.28.07.021.02,2.1902985074626864
54.28.07.022.00,5.0
54.28.07.025.00,
54.28.07.026.00,
54.28.07.027.00,
54.28.07.028.00,
54.28.07.029.00,
54.28.07.031.00,
54.28.07.032.00,
54.28.07.033.00,
54.28.07.037.00,
54.28.07.038.00,
54.28.07.039.00,
54.28.07.040.00,
54.28.07.041.00,
54.28.07.042.00,
54.28.07.044.00,
54.28.09.001.00,2.5936363636363637
54.28.09.002.00,2.438125
54.28.09.003.00,2.4133333333333336
54.28.09.004.00,2.734042553191489
54.28.09.005.00,
54.28.09.006.00,
54.28.09.007.00,2.9743589743589745
54.28.09.008.00,2.782051282051282
54.28.09.009.01,2.2109890109890107
54.28.09.009.02,2.8934426229508197
54.28.09.010.00,3.0789473684210527
54.28.09.011.00,3.0596330275229358
54.28.09.012.00,4.0
54.28.09.012.01,1.86
54.28.09.012.02,
54.28.09.013.00,2.9773451327433627
54.28.09.013.01,
54.28.09.013.02,
54.28.09.014.00,2.748974358974359
54.28.09.015.00,2.2222222222222223
54.28.09.016.00,2.4047619047619047
54.28.09.017.01,2.49375
54.28.09.017.02,2.2222222222222223
54.28.09.018.00,2.1611940298507464
54.28.09.019.00,2.4673469387755103
54.28.09.020.00,4.0
54.28.09.021.00,2.2289473684210526
54.28.09.022.01,4.0
54.28.09.022.02,4.0
54.28.09.023.00,4.0
54.28.09.024.00,2.771089108910891
54.28.09.025.00,4.0
54.28.09.026.00,4.0
54.28.09.027.00,4.0
54.28.09.028.00,4.0
54.28.09.029.00,2.6035593220338984
54.28.09.030.00,4.0
54.28.09.030.01,4.0
54.28.09.030.02,4.0
54.28.09.031.00,1.6
54.28.09.032.00,1.6
54.28.09.033.00,1.6
54.28.09.034.00,1.6000000000000003
54.28.09.035.00,1.6
54.28.09.036.00,1.6000000000000003
54.28.09.037.00,
54.28.11.002.01,4.0
54.28.11.004.01,4.0
54.28.11.004.02,4.0
54.28.11.006.01,4.0
54.28.11.007.00,4.0
54.28.11.009.01,6.722689075630252
54.28.11.009.03,4.0
54.28.11.011.00,4.0
54.28.11.013.00,
54.28.11.013.01,8.5
54.28.11.014.00,8.5
54.28.11.015.01,8.5
54.28.11.015.02,8.5
54.28.11.016.01,8.5
54.28.11.016.02,8.5
54.28.11.017.01,8.5
54.28.11.018.01,3.288235294117647
54.28.11.018.02,8.5
54.28.11.087.00,4.0
54.28.11.089.00,8.5
54.28.13.013.01,3.2419354838709675
54.28.13.013.02,3.2581395348837208
54.28.13.013.03,3.6083969465648855
54.28.13.014.00,3.2581395348837208
54.28.13.032.01,2.786784140969163
54.28.13.032.02,2.5866666666666664
54.28.13.033.00,3.2698113207547173
54.28.13.034.00,3.066666666666667
54.28.13.035.00,3.615584415584416
54.28.13.036.00,3.0
54.28.13.037.00,3.6426666666666665
54.28.13.038.00,4.0
54.28.13.039.00,4.5
54.28.13.040.00,3.158536585365854
56.28.03.001.00,1.5307692307692307
56.28.03.002.00,1.645
56.28.03.003.00,3.2549019607843137
56.28.03.004.00,2.1933333333333334
56.28.03.005.00,1.0521739130434782
56.28.03.006.00,1.95
56.28.03.007.00,1.9453846153846153
56.28.03.008.00,2.4875000000000003
56.28.03.009.00,1.9474074074074073
56.28.03.010.00,2.2910204081632655
56.28.03.011.00,1.94
56.28.03.012.00,1.7714285714285716
56.28.03.013.00,1.51
56.28.03.014.00,3.074193548387097
56.28.03.015.00,1.3764705882352941
56.28.03.016.00,3.6363636363636362
56.28.03.018.00,1.89
56.28.03.019.00,4.5587301587301585
56.28.03.020.00,4.219354838709677
56.28.03.021.00,3.184615384615385
56.28.03.022.00,3.186666666666667
56.28.03.023.00,4.218840579710144
56.28.03.024.00,1.436
56.28.03.025.00,2.5
56.28.03.026.00,3.559259259259259
56.28.03.027.00,3.0
56.28.03.028.00,3.2
56.28.03.028.01,3.8
56.28.03.028.02,
56.28.03.029.00,3.24
56.28.03.030.00,3.25
56.28.03.031.00,3.2666666666666666
56.28.03.032.00,2.75
56.28.03.033.00,1.8
56.28.03.034.00,3.211764705882353
56.28.03.035.00,3.2370370370370374
56.28.03.036.00,3.2758620689655173
56.28.03.037.00,
56.28.03.037.01,3.42
56.28.03.037.02,4.118367346938776
56.28.03.038.01,4.098360655737705
56.28.03.038.02,1.7586206896551724
56.28.03.039.00,4.0
56.28.03.039.01,3.2
56.28.03.040.00,3.6043956043956045
56.28.03.041.00,4.5092592592592595
56.28.03.042.00,3.2844444444444445
56.28.03.043.00,1.54
56.28.03.044.00,1.525
56.28.03.045.00,1.5499999999999998
56.28.03.046.00,2.3846153846153846
56.28.03.047.00,0.7
56.28.03.047.01,
56.28.03.047.02,
56.28.03.048.01,5.1
56.28.03.049.00,1.235135135135135
56.28.03.050.00,4.392857142857143
56.28.03.050.02,
56.28.03.052.00,1.4714285714285715
56.28.03.053.00,1.5
56.28.03.054.00,1.5129032258064516
56.28.03.058.00,3.630769230769231
56.28.03.060.00,
56.28.06.001.00,3.0
56.28.06.001.01,2.1
56.28.06.001.02,3.2
56.28.06.002.00,
56.28.06.002.01,2.5024675324675325
56.28.06.002.02,3.5333333333333337
56.28.06.003.01,2.5
56.28.06.003.02,
56.28.06.004.00,1.3324324324324324
56.28.06.005.01,
56.28.06.005.02,1.675
56.28.06.005.03,1.5727272727272728
56.28.06.006.00,3.6
56.28.06.007.00,2.809090909090909
56.28.06.008.00,2.2090909090909094
56.28.06.009.00,2.1
56.28.06.010.00,3.023076923076923
56.28.06.011.00,3.0999999999999996
56.28.06.012.00,3.675675675675676
56.28.06.013.00,2.1
56.28.06.014.00,1.3222222222222222
56.28.06.016.00,
56.28.06.016.01,2.1
56.28.06.017.00,1.3434782608695652
56.28.06.018.00,3.5
56.28.06.019.00,1.3558441558441556
56.28.06.020.00,1.3754716981132076
56.28.06.022.00,3.6380952380952385
56.28.06.023.01,3.0030534351145035
56.28.06.023.02,2.10530303030303
56.28.06.024.00,3.05
56.28.06.025.00,2.4223214285714287
56.28.06.026.00,2.5040983606557377
56.28.06.027.00,3.05
56.28.06.029.00,2.026595744680851
56.28.06.030.00,1.276923076923077
56.28.06.031.00,3.8
56.28.06.031.01,5.1
56.28.06.031.02,1.9
56.28.06.032.00,
56.28.06.032.01,4.221621621621622
56.28.06.032.02,1.3
56.28.06.033.00,
56.28.06.033.01,4.2333333333333325
56.28.06.033.02,1.2571428571428573
56.28.06.034.00,
56.28.06.034.01,4.205194805194805
56.28.06.034.02,1.3272727272727272
56.28.06.035.00,
56.28.06.035.01,2.5
56.28.06.035.02,
56.28.06.036.00,2.9048780487804877
56.28.06.036.01,
56.28.06.036.02,
56.28.06.037.00,
56.28.06.039.00,5.1
56.28.06.040.00,20.0
56.28.07.001.00,2.0
56.28.07.002.00,1.6236607142857142
56.28.07.003.00,1.5991803278688523
56.28.07.004.00,
56.28.07.004.01,4.0
56.28.07.005.00,2.8013937282229966
56.28.07.006.00,5.1
56.28.07.007.00,4.0
56.28.07.009.00,1.3243902439024389
56.28.07.012.00,
56.28.08.001.00,1.6875
56.28.08.002.00,1.6655172413793102
56.28.08.004.00,2.069230769230769
56.28.08.005.00,2.138709677419355
56.28.08.006.00,2.075
56.28.08.007.00,2.206451612903226
56.28.08.009.00,1.8
56.28.08.010.00,2.425735294117647
56.28.08.011.00,2.0026315789473683
56.28.08.012.00,1.6944444444444444
56.28.08.013.00,1.9689655172413794
56.28.08.014.00,2.085714285714286
56.28.08.015.00,1.681132075471698
56.28.08.016.00,1.7045454545454546
56.28.08.017.00,1.6981132075471699
56.28.08.018.00,3.3526315789473684
56.28.08.019.00,2.0955555555555554
56.28.08.020.00,1.6350000000000002
56.28.08.021.01,1.8
56.28.08.021.02,3.175
56.28.08.022.00,2.6015151515151516
56.28.08.023.00,2.15421686746988
56.28.08.024.00,3.2444444444444445
56.28.08.025.00,2.5484126984126987
56.28.08.026.00,
56.28.08.026.01,3.1928571428571426
56.28.08.026.02,2.545945945945946
56.28.08.027.00,1.8
56.28.08.027.01,3.8
56.28.08.027.02,
56.28.10.001.00,2.2363636363636368
56.28.10.002.00,2.3615384615384616
56.28.10.003.00,
56.28.10.003.01,2.5
56.28.10.003.02,2.8
56.28.10.004.00,2.3000000000000003
56.28.10.005.00,2.35
56.28.10.006.00,3.116949152542373
56.28.10.007.00,2.905841584158416
56.28.10.007.01,
56.28.10.007.02,
56.28.10.008.00,
56.28.10.009.00,2.6151785714285714
56.28.10.010.00,2.241212121212121
56.28.10.011.00,1.8
56.28.10.012.00,1.8
56.28.10.013.00,1.996
56.28.10.014.00,1.8
56.28.10.015.00,1.8
56.28.10.016.00,2.3263157894736843
56.28.10.017.00,2.6826086956521737
56.28.10.018.00,2.2444444444444445
56.28.10.019.00,2.142857142857143
56.28.10.020.00,2.292307692307692
56.28.10.021.00,2.5
56.28.10.021.01,2.2
56.28.10.021.02,2.5
56.28.10.021.03,2.5
56.28.10.022.00,1.3888888888888888
56.28.10.023.00,4.201063829787234
56.28.10.024.00,2.582075471698113
56.28.10.025.00,2.4192982456140353
56.28.10.026.00,2.0074074074074075
56.28.10.027.00,2.3285714285714287
56.28.10.028.00,3.6153846153846154
56.28.10.029.00,3.580952380952381
56.28.10.030.00,2.67
56.28.10.035.01,1.5625
56.28.10.035.02,1.5399999999999998
56.28.10.035.03,1.5625
56.28.10.036.00,1.8266666666666669
56.28.10.037.00,2.0
56.28.10.038.00,1.688235294117647
56.28.10.038.01,
56.28.10.038.02,
56.28.10.039.00,2.0
56.28.10.041.00,1.6749999999999998
56.28.10.041.01,
56.28.10.041.02,
56.28.13.012.00,
56.28.14.003.00,2.1
56.28.14.004.00,2.460185185185185
56.28.14.005.00,1.6457142857142857
56.28.14.006.00,2.3160256410256412
56.28.14.009.00,2.628
56.28.14.010.00,2.1
56.28.14.011.00,2.1
56.28.14.012.00,2.3411764705882354
56.28.15.001.00,1.244155844155844
56.28.15.003.00,1.2153846153846153
56.28.15.006.00,2.1359999999999997
56.28.15.007.00,2.160515463917526
56.28.15.008.00,2.1086666666666667
56.28.15.009.00,2.1688
56.28.15.010.00,1.2107692307692308
56.28.15.011.00,1.2269230769230768
62.01.01.001.00,8.5
62.01.01.001.01,4.365
62.01.01.001.02,4.365
62.01.01.002.00,5.391304347826087
62.01.01.003.00,3.772727272727273
62.01.01.004.00,3.424551724137931
62.01.01.005.00,1.7278846153846152
62.01.01.006.00,1.1751724137931034
62.01.01.007.00,4.358785714285714
62.01.01.008.00,3.7196875
62.01.01.009.00,1.3
62.01.01.010.00,1.88
62.01.01.010.01,6.0
62.01.01.010.02,5.5
62.01.01.011.00,2.8980555555555556
62.01.01.012.00,4.426
62.01.01.012.01,
62.01.01.012.02,
62.01.01.013.00,3.5575609756097557
62.01.01.014.00,4.322666666666667
62.01.01.015.00,1.8255555555555556
62.01.01.016.00,2.3
62.01.01.017.00,1.84
62.01.01.018.00,3.7610000000000006
62.01.01.019.00,3.1199999999999997
62.01.01.020.00,2.1
62.01.01.020.01,
62.01.01.020.02,
62.01.01.020.03,
62.01.01.021.00,3.026
62.01.01.022.00,3.891606557377049
62.01.01.023.00,3.205263157894737
62.01.01.024.00,3.8882352941176466
62.01.01.025.00,3.2284615384615383
62.01.01.026.00,1.8456521739130436
62.01.01.027.00,3.6653
62.01.01.028.00,4.1000000000000005
62.01.01.029.00,1.425
62.01.01.029.01,2.1
62.01.01.030.00,1.7546511627906978
62.01.01.032.00,3.937037037037037
62.01.01.033.00,5.5
62.01.01.034.00,5.5
62.01.01.035.00,5.5
62.01.01.036.00,5.5
62.01.01.037.00,5.5
62.01.01.038.00,5.5
62.01.01.039.00,4.5
62.01.01.040.00,4.5
62.01.01.041.00,8.0
62.01.03.001.00,1.8833333333333333
62.01.03.001.01,
62.01.03.002.00,2.70625
62.01.03.003.01,2.1
62.01.03.004.01,2.1
62.01.03.004.03,2.1
62.01.03.005.00,2.1
62.01.03.006.01,2.1
62.01.03.007.01,2.1
62.01.03.008.01,2.1
62.01.03.009.01,2.1
62.01.03.010.01,2.1
62.01.03.010.02,
62.01.03.010.03,
62.01.03.011.00,4.023404255319149
62.01.03.012.00,3.3583333333333334
62.01.03.013.00,3.263611111111111
62.01.03.014.00,3.1722222222222225
62.01.03.015.00,
62.01.03.016.00,3.355
62.01.03.017.00,3.214
62.01.03.018.01,2.1
62.01.03.019.01,5.5
62.01.03.020.00,5.5
62.01.03.021.00,2.826
62.01.03.022.00,5.5
62.01.03.023.01,5.5
62.01.03.023.02,
62.01.03.024.00,3.829230769230769
62.01.03.025.00,3.9795999999999996
62.01.03.026.00,1.4250000000000003
62.01.03.026.01,5.5
62.01.03.026.02,5.5
62.01.03.027.00,3.3575510204081636
62.01.03.028.00,
62.01.03.029.00,3.6545098039215684
62.01.03.030.00,5.9
62.01.03.030.01,5.5
62.01.03.030.02,4.5
62.01.03.031.00,3.69
62.01.03.031.01,
62.01.03.031.02,
62.01.03.032.00,6.303454545454545
62.01.03.033.00,6.3125
62.01.03.034.00,3.7999999999999994
62.01.03.035.00,4.061000000000001
62.01.03.036.00,2.9285185185185183
62.01.03.037.00,3.080833333333333
62.01.03.038.00,
62.01.03.038.01,2.1
62.01.03.039.00,4.561538461538461
62.01.03.040.00,3.358974358974359
62.01.03.041.00,2.3
62.01.03.041.01,4.365
62.01.03.041.02,4.365
62.01.03.042.00,4.069444444444445
62.01.03.043.00,5.224137931034483
62.01.03.044.00,3.234166666666667
62.01.03.045.00,3.3426470588235295
62.01.03.046.00,2.9753846153846153
62.01.03.047.00,4.847058823529411
62.01.03.048.00,4.365
62.01.03.048.01,3.7
62.01.03.048.02,3.7000000000000006
62.01.03.049.00,2.1
62.01.03.050.00,1.875
62.01.03.051.00,3.4625000000000004
62.01.03.052.00,3.080833333333333
62.01.03.053.00,3.4625
62.01.03.054.00,6.0
62.01.03.056.00,3.0260000000000002
62.01.03.057.00,1.8075
62.01.03.058.00,2.44375
62.01.03.059.00,2.4973684210526317
62.01.03.060.00,3.3932352941176473
62.01.03.061.00,2.4814814814814814
62.01.03.062.00,3.4263636363636367
62.01.03.063.00,1.8609677419354838
62.01.03.064.00,1.8281818181818181
62.01.03.065.00,4.767391304347826
62.01.03.066.00,6.0
62.01.03.067.00,5.644880952380952
62.01.03.068.00,6.0
62.01.03.069.00,5.5
62.01.03.070.00,6.0
62.01.03.071.00,4.8625
62.01.03.072.00,6.0
62.01.03.073.00,4.77906976744186
62.01.03.074.00,4.882978723404255
62.01.03.075.00,4.821052631578947
62.01.03.076.00,6.095952380952381
62.01.04.001.00,5.411428571428572
62.01.04.002.00,2.7269090909090905
62.01.04.003.00,5.38918918918919
62.01.04.004.00,5.415384615384616
62.01.04.005.00,5.812250000000001
62.01.06.001.00,3.195806451612903
62.01.06.002.00,3.7196875
62.01.06.003.00,1.88
62.01.06.003.01,6.0
62.01.06.003.02,5.5
62.01.06.004.00,3.1728571428571426
62.01.06.005.00,3.1848275862068967
62.01.06.006.00,3.4793103448275864
62.01.06.007.00,3.7258333333333336
62.01.06.008.00,1.8518181818181818
62.01.06.009.00,3.6766666666666667
62.10.02.002.00,2.7223684210526318
62.10.02.003.00,2.5670422535211266
62.10.02.004.00,2.6654545454545455
62.10.02.005.00,2.6742105263157896
62.10.02.006.00,3.83
62.10.02.006.01,2.0
62.10.02.008.00,6.982926829268293
62.10.02.009.01,5.8
62.10.02.009.02,4.276666666666666
62.10.02.009.03,6.335185185185185
62.10.02.010.00,
62.10.02.010.01,2.143548387096774
62.10.02.010.02,5.8
62.10.02.012.00,4.053333333333334
62.10.02.013.00,4.193714285714286
62.10.02.014.00,5.499344262295081
62.10.02.015.00,5.454571428571429
62.10.02.016.02,4.207407407407407
62.10.02.016.03,
62.10.02.017.00,
62.10.02.017.01,6.032702702702703
62.10.02.017.02,
62.10.02.018.00,
62.10.02.018.01,5.116
62.10.02.018.02,
62.10.02.019.00,4.196603773584906
62.10.02.020.00,3.143262411347518
62.10.02.021.01,4.183611111111111
62.10.02.021.02,3.1528205128205125
62.10.02.022.00,
62.10.02.022.01,7.595
62.10.02.022.02,5.49
62.10.02.022.03,5.8
62.10.02.023.00,
62.10.02.023.01,7.182790697674419
62.10.02.023.02,7.51111111111111
62.10.02.024.00,
62.10.02.026.00,
62.10.03.003.00,
62.10.03.003.01,2.5
62.10.03.004.01,4.232
62.10.03.004.02,8.0
62.10.03.006.00,2.766153846153846
62.10.03.008.00,2.89
62.10.03.009.00,2.7436363636363637
62.10.03.010.00,4.705882352941177
62.10.03.012.00,2.89
62.10.03.015.00,4.366
62.10.03.016.00,4.268076923076923
62.10.03.017.01,4.165
62.10.03.017.02,4.165
62.10.03.018.00,
62.10.03.018.01,5.252
62.10.03.018.02,5.489473684210526
62.10.03.019.00,5.050243902439025
62.10.03.020.00,5.262162162162162
62.10.03.021.00,6.380000000000001
62.10.03.021.01,4.8
62.10.03.021.02,4.8
62.10.03.022.00,4.5
62.10.03.022.01,6.38
62.10.03.022.02,6.38
62.10.03.022.03,6.38
62.10.03.024.00,
62.10.03.024.01,6.749473684210526
62.10.03.024.02,
62.10.03.025.00,5.551525423728814
62.10.03.026.00,
62.10.03.026.01,5.258064516129032
62.10.03.026.02,
62.10.03.030.00,5.617101449275362
62.10.03.031.00,5.522456140350877
62.10.03.033.00,3.113375796178344
62.10.03.034.00,5.473571428571428
62.10.03.037.00,5.231111111111111
62.10.03.038.01,
62.10.03.038.02,
62.10.04.001.00,6.4263157894736835
62.10.04.002.00,4.6899999999999995
62.10.04.003.00,6.555555555555555
62.10.04.004.00,7.5
62.10.04.004.01,5.489999999999999
62.10.04.004.02,5.49
62.10.05.004.00,3.3645283018867924
62.10.05.005.00,3.3786666666666667
62.10.05.006.00,4.288571428571428
62.10.05.009.00,4.149772727272727
62.10.05.010.00,4.098
62.10.05.011.01,7.078532110091743
62.10.05.011.03,6.205263157894737
62.17.01.001.00,3.4153846153846152
62.17.01.002.00,3.442857142857143
62.17.01.003.00,3.3666666666666667
62.17.01.004.00,3.34
62.17.01.005.00,3.3
62.17.01.006.00,3.0833333333333335
62.17.01.007.00,3.1719999999999997
62.17.01.008.00,3.1999999999999997
62.17.01.009.00,3.4153846153846152
62.17.01.010.00,3.2583333333333333
62.17.01.011.00,3.4916666666666667
62.17.01.012.00,3.2333333333333334
62.17.01.014.00,3.1
62.17.01.015.00,3.0384615384615383
62.17.01.016.00,3.0384615384615383
62.17.01.017.00,3.2962264150943392
62.17.01.018.00,3.2333333333333334
62.17.01.019.00,3.025
62.17.01.020.01,2.9232558139534883
62.17.01.020.02,3.033333333333333
62.17.01.021.00,3.028205128205128
62.17.01.022.00,4.86
62.17.01.023.00,5.9
62.17.01.024.00,5.9
62.17.01.025.00,3.4
62.17.01.026.00,3.3375
62.17.01.027.00,3.3545454545454545
62.17.01.028.00,3.135294117647059
62.17.07.001.00,2.8185185185185184
62.17.07.002.00,2.757575757575758
62.17.07.003.00,2.4592
62.17.07.004.00,4.1049999999999995
62.17.07.005.00,4.17
62.17.07.006.00,2.8185185185185184
62.17.07.007.00,4.194375
62.17.07.008.00,4.17
62.17.07.009.00,4.155
62.17.07.010.00,2.7246666666666663
62.17.07.011.00,4.0616666666666665
62.17.07.012.00,2.8546153846153848
62.17.07.013.00,2.8453333333333335
62.17.07.014.00,4.1025
62.17.07.015.00,3.5294117647058822
62.17.07.016.00,3.310344827586207
62.17.07.017.00,4.178863636363636
62.17.07.020.00,4.1375
62.17.07.021.00,4.080625
62.17.07.022.00,4.080625
62.17.07.023.00,4.054772727272727
62.17.07.024.00,1.6908695652173913
62.17.07.025.00,1.6916666666666667
62.17.07.026.00,2.485
62.17.07.027.00,1.6868421052631577
62.17.07.028.00,1.693076923076923
62.17.07.029.00,2.485
62.17.07.030.00,3.3333333333333335
62.17.07.031.00,3.2222222222222223
62.17.07.032.00,3.0
62.17.07.033.00,3.0
62.17.07.034.00,3.0
62.17.08.001.00,3.233333333333333
62.17.08.002.00,3.4000000000000004
62.17.08.003.00,1.9
62.17.08.004.00,4.9
62.17.08.005.00,1.9
62.17.08.006.00,1.9
62.17.08.007.00,1.9
62.17.08.008.00,1.9
62.17.08.009.00,1.9
62.17.08.010.00,1.9
62.17.08.011.00,1.8999999999999997
62.17.08.012.00,1.9
62.17.08.013.00,1.9
62.17.08.014.00,1.9
62.17.08.015.00,3.9
62.17.08.016.00,3.9
62.17.08.017.00,1.9
62.17.08.018.00,1.9
62.17.08.019.00,1.9
62.17.08.022.00,1.9
62.17.08.023.00,3.9
62.17.08.024.00,3.9
62.17.08.026.00,
62.17.09.001.00,3.225925925925926
62.17.09.002.00,5.900000000000001
62.17.09.003.00,3.9000000000000004
62.17.09.004.00,3.9
62.17.09.005.00,3.9
62.17.12.001.00,3.0538461538461537
62.17.12.002.00,1.8176470588235294
62.17.12.003.00,1.78
62.17.12.004.00,1.7750000000000001
62.17.12.005.00,1.8083333333333333
62.17.12.006.00,1.803225806451613
62.17.12.007.00,1.98
62.17.12.008.00,2.18
62.17.12.009.00,2.076470588235294
62.17.12.010.00,2.015151515151515
62.17.12.011.00,1.7
62.17.12.012.00,2.035483870967742
62.17.12.013.00,4.990909090909091
62.17.12.014.00,4.8375
62.17.12.015.00,2.7181818181818183
62.17.12.016.00,3.223529411764706
62.17.12.017.00,3.2333333333333334
62.17.12.018.00,2.9
62.17.12.019.00,2.9
62.17.12.020.00,4.5
62.17.12.021.00,4.955555555555556
62.17.12.022.00,4.766666666666667
62.17.12.023.00,5.011111111111112
62.17.12.024.00,4.823076923076924
62.17.12.025.00,2.8
62.17.12.026.00,2.9000000000000004
62.17.12.027.00,4.9
62.17.12.028.00,4.9
62.17.12.029.00,4.9
62.17.12.030.00,3.042857142857143
62.17.12.031.00,4.9
62.17.12.032.00,5.9
62.17.12.033.00,4.9
62.17.12.034.00,4.685714285714286
62.17.12.035.00,4.9
62.17.12.036.00,2.954054054054054
62.17.12.037.00,2.9000000000000004
62.17.12.038.00,4.766666666666667
62.17.12.039.00,4.733333333333333
62.17.12.040.00,4.757142857142857
62.17.12.041.00,4.9
62.17.12.042.00,4.9
62.17.12.043.00,2.9263157894736844
62.17.12.044.00,5.9
62.17.12.045.00,5.9
62.17.12.046.00,2.316666666666667
62.17.12.047.00,2.4454545454545453
62.17.12.048.00,5.9
62.17.12.049.00,4.9
62.17.12.050.00,
62.17.12.050.02,4.9
62.17.12.050.03,4.9
62.17.12.050.04,4.9
62.17.12.051.00,1.9
62.17.13.001.00,3.3800000000000003
62.17.13.002.00,2.8666666666666667
62.17.13.003.00,2.8200000000000003
62.17.13.004.00,3.1666666666666665
62.17.13.005.00,2.4
62.17.13.006.00,2.4875
62.17.13.007.00,2.745
62.17.13.008.00,3.1363636363636362
62.17.13.009.00,3.0125
62.17.13.010.00,2.708
62.17.13.011.00,3.0125
