field,region,land_type,fertility_score,season,crop,crop_predecessor,crop_yearold,area,hybrid,reproduction,seed_origin,technology,yield_plan,p2o5,k2o,humus,ph
62.18.15.010.00,Рязань,пашня,2,2024,Оз.рожь,Яр.пшеница мягкая,,135.25,КВС Раво,F1,Покупные,минимальная,4.1,,,,
62.18.15.011.00,Рязань,пашня,2,2024,Подсолнечник,Оз.рожь,,46.21,Суоми,F1,Покупные,минимальная,2.6,,,,
62.18.15.012.00,Рязань,пашня,2,2024,Оз.рожь,Яр.пшеница мягкая,,145.56,КВС Раво,F1,Покупные,минимальная,4.1,,,,
62.18.15.013.00,Рязань,пашня,2,2024,Подсолнечник,Оз.рожь,,56.49,ЛГ 50479,F1,Покупные,минимальная,2.6,,,,
62.18.15.014.01,Рязань,пашня,2,2024,Подсолнечник,Оз.рожь,,104.76,ЛГ 50479,F1,Покупные,минимальная,2.6,,,,
62.18.15.014.02,Рязань,пашня,2,2024,Оз.рожь,Лён масличный,,42.82,КВС Раво,F1,Покупные,минимальная,4.1,,,,
62.18.15.014.03,Рязань,пашня,2,2024,Яр.рапс,Пар,,21.55,Джокер,F1,Покупные,минимальная,1.9,,,,
62.18.15.015.01,Рязань,пашня,2,2024,Пар,Лён масличный,,33.01,,,,минимальная,,,,,
62.18.15.015.02,Рязань,пашня,2,2024,Яр.рапс,Лён масличный,,37.36,Джокер,F1,Покупные,минимальная,1.9,,,,
62.18.15.016.00,Рязань,пашня,2,2024,Яр.рапс,Лён масличный,,12.77,Джокер,F1,Покупные,минимальная,1.9,,,,
62.18.15.017.00,Рязань,пашня,2,2024,Подсолнечник,Оз.рожь,,53.37,Аркадия,F1,Покупные,минимальная,2.6,,,,
62.18.15.018.00,Рязань,пашня,2,2024,Подсолнечник,Оз.рожь,,23.97,Аркадия,F1,Покупные,минимальная,2.6,,,,
62.18.15.019.00,Рязань,пашня,2,2024,Подсолнечник,Яр.пшеница мягкая,,17.17,Аркадия,F1,Покупные,минимальная,2.6,,,,
62.18.15.020.00,Рязань,пашня,2,2024,Подсолнечник,Оз.рожь,,95.58,ЛГ 50479,F1,Покупные,минимальная,2.6,,,,
62.18.15.021.00,Рязань,пашня,2,2024,Подсолнечник,Оз.рожь,,25.07,Суоми,F1,Покупные,минимальная,2.6,,,,
62.18.15.022.00,Рязань,пашня,2,2024,Оз.тритикале,Пар,,4.06,Слон,РСт,Покупные,минимальная,3.5,,,,
62.18.15.023.00,Рязань,пашня,2,2024,Пар,Подсолнечник,,83.53,,,,,,,,,
62.18.15.024.00,Рязань,пашня,2,2024,Оз.тритикале,Пар,,114.04,Слон,РСт,Покупные,минимальная,3.5,,,,
62.18.15.025.00,Рязань,пашня,2,2024,Яр.пшеница мягкая,Подсолнечник,,49.07,Канюк,РС-1,Свои,минимальная,4.5,,,,
62.18.15.026.00,Рязань,пашня,2,2024,Пар,Подсолнечник,,78.32,,,,,,,,,
62.18.15.027.00,Рязань,пашня,2,2024,Пар,Подсолнечник,,38.79,,,,,,,,,
62.18.15.028.00,Рязань,пашня,2,2024,Пар,Подсолнечник,,97.41,,,,,,,,,
62.18.15.029.00,Рязань,пашня,2,2024,Пар,Подсолнечник,,23.19,,,,,,,,,
62.18.15.030.00,Рязань,пашня,2,2024,Оз.рожь,Пар,,4.48,КВС Этерно,F1,Покупные,минимальная,4.1,,,,
62.18.15.031.00,Рязань,пашня,2,2024,Оз.рожь,Пар,,5.32,КВС Этерно,F1,Покупные,минимальная,4.1,,,,
62.18.15.032.00,Рязань,пашня,2,2024,Оз.рожь,Пар,,5.97,КВС Этерно,F1,Покупные,минимальная,4.1,,,,
62.18.15.033.00,Рязань,пашня,2,2024,Оз.рожь,Пар,,22.4,КВС Этерно,F1,Покупные,минимальная,4.1,,,,
62.18.15.034.00,Рязань,пашня,2,2024,Оз.рожь,Пар,,29.24,КВС Этерно,F1,Покупные,минимальная,4.1,,,,
62.18.15.035.00,Рязань,пашня,2,2024,Оз.рожь,Пар,,94.87,КВС Этерно,F1,Покупные,минимальная,4.1,,,,
62.18.15.036.01,Рязань,пашня,2,2024,Пар,Подсолнечник,,128.25,,,,,,,,,
62.18.15.036.02,Рязань,пашня,2,2024,Оз.рожь,Пар,,12.34,КВС Этерно,F1,Покупные,минимальная,4.1,,,,
62.18.15.037.00,Рязань,пашня,2,2024,Подсолнечник,Оз.рожь,,50,Суоми,F1,Покупные,минимальная,2.6,,,,
62.18.15.038.00,Рязань,пашня,2,2024,Яр.рапс,Лён масличный,,341.63,Джокер,F1,Покупные,минимальная,1.9,,,,
62.18.15.039.00,Рязань,пашня,2,2024,Подсолнечник,Пар,,4.39,Суоми,F1,Покупные,минимальная,2.6,,,,
62.18.15.040.00,Рязань,пашня,2,2024,Залежь,Залежь,,22.79,,,,,,,,,
62.18.15.041.00,Рязань,пашня,2,2024,Подсолнечник,Залежь,,21.15,Суоми,F1,Покупные,минимальная,2.6,,,,
62.22.04.001.00,Рязань,пашня,3,2024,Соя,Яр.пшеница мягкая,,67.8,,,,,2.1,78.56,101.66,6.5,5.54
62.22.04.002.00,Рязань,пашня,3,2024,Соя,Яр.пшеница мягкая,,150.58,,,,,2.1,79.35,207.63,5.91,5.09
62.22.04.003.00,Рязань,пашня,3,2024,Соя,Яр.пшеница мягкая,,119.26,,,,,2.1,94.15,241.31,5.99,4.98
62.22.04.004.00,Рязань,пашня,3,2024,Соя,Яр.пшеница мягкая,,344.57,,,,,2.1,96.34,232.21,6.06,5.01
62.22.04.005.00,Рязань,пашня,3,2024,Соя,Яр.пшеница мягкая,,168.01,,,,,2.1,52.41,260.5,6,5.01
62.22.04.006.00,Рязань,пашня,3,2024,Соя,Яр.пшеница мягкая,,291.01,,,,,2.1,78.04,250.58,6.16,5.09
62.22.04.007.00,Рязань,пашня,3,2024,Соя,Яр.пшеница мягкая,,30.21,,,,,2.1,78.28,277.5,6.8,5.18
62.23.01.001.01,Рязань,пашня,4,2024,Оз.пшеница мягкая,Чечевица,,209.03,Бирюза,РС-2,Свои,минимальная,4.8,111.01,156.84,3.84,5.06
62.23.01.001.02,Рязань,пашня,4,2024,Оз.пшеница мягкая,Чечевица,,124.96,Безостая 100,РС-1,Свои,минимальная,4.8,111.01,156.84,3.84,5.06
62.23.01.001.03,Рязань,пашня,4,2024,Оз.пшеница мягкая,Чечевица,,70.73,Скипетр,РС-1,Покупные,минимальная,4.8,111.01,156.84,3.84,5.06
62.23.01.002.00,Рязань,пашня,4,2024,Чечевица зеленая,Кукуруза зерно,,80.38,Донская,ЭС,Свои,классическая с плугом,2,118.06,166.5,3.96,5.11
62.23.01.003.00,Рязань,пашня,4,2024,Соя,Кукуруза корнаж,,14.69,Акцент,РС-1,Свои,классическая с плугом,2,101.7,93,4.4,4.65
62.23.01.004.00,Рязань,пашня,4,2024,Соя,Оз.пшеница мягкая,,35.92,Акцент,РС-1,Свои,классическая с плугом,2,66.95,106.12,4.7,5.19
62.23.01.005.01,Рязань,пашня,4,2024,Оз.пшеница мягкая,Чечевица,,46.5,Бирюза,ЭС,Покупные,минимальная,4.8,69.06,131.74,3.99,4.76
62.23.01.005.02,Рязань,пашня,4,2024,Оз.пшеница мягкая,Чечевица,,30.89,Бирюза,РС-2,Свои,минимальная,4.8,69.06,131.74,3.99,4.76
62.23.01.006.00,Рязань,пашня,4,2024,Чечевица зеленая,Кукуруза корнаж; Кукуруза зерно,,220.18,Донская,ЭС,Свои,минимальная,2,75.67,202.75,4.59,4.97
62.23.01.007.00,Рязань,пашня,4,2024,Пар,Подсолнечник,,215.97,,,,,,61.32,116.15,4.42,4.54
62.23.01.008.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,29.54,Сарга,РС-1,Покупные,минимальная,4.5,70.9,107.33,4.1,4.85
62.23.01.009.00,Рязань,пашня,2,2024,Пар,Кукуруза зерно,,4.8,,,,,,,,,
62.23.02.001.01,Рязань,пашня,4,2024,Соя,Кукуруза силос; Кукруза зерно,,140.4,ОАК Пруденс,РС-2,Свои,минимальная,2,236.74,209.71,3.55,5.49
62.23.02.001.02,Рязань,пашня,4,2024,Пар,Кукуруза силос; Кукруза зерно,,3.27,,,,,,236.74,209.71,3.55,5.49
62.23.02.002.01,Рязань,пашня,4,2024,Соя,Кукуруза зерно,,25.96,ОАК Пруденс,РС-2,Свои,минимальная,2,129.6,144.67,3.2,5.38
62.23.02.002.02,Рязань,пашня,4,2024,Пар,Кукуруза зерно,,1.93,,,,,,129.6,144.67,3.2,5.38
62.23.02.003.01,Рязань,пашня,4,2024,Соя,Кукуруза зерно,,43.51,ОАК Пруденс,РС-2,Свои,минимальная,2,230.17,278.17,3.35,5.61
62.23.02.003.02,Рязань,пашня,4,2024,Пар,Кукуруза зерно,,3.5,,,,,,230.17,278.17,3.35,5.61
62.23.02.004.01,Рязань,пашня,4,2024,Соя,Кукуруза зерно,,51.52,ОАК Пруденс,РС-2,Свои,минимальная,2,326.72,216.88,3.5,5.34
62.23.02.004.02,Рязань,пашня,4,2024,Пар,Кукуруза зерно,,18.76,,,,,,326.72,216.88,3.5,5.34
62.23.02.005.00,Рязань,пашня,4,2024,Соя,Кукуруза зерно,,9.57,ОАК Пруденс,РС-2,Свои,минимальная,2,205.2,260,5.1,5
62.23.02.006.00,Рязань,пашня,4,2024,Пар,Кукуруза зерно,,111.15,,,,,,235.11,228.14,3.44,5.19
62.23.02.007.00,Рязань,пашня,4,2024,"Не используется, чужая земля","Не используется, чужая земля",,108,,,,,,,,,
62.23.03.001.01,Рязань,пашня,4,2024,Соя,Соя,,132.26,ОАК Пруденс,РС-2,Свои,минимальная,2,56.93,140.71,2.76,5.16
62.23.03.001.02,Рязань,пашня,3,2024,"Залежь, лес","Залежь, лес",,112.94,,,,,,56.93,140.71,2.76,5.16
62.23.03.001.03,Рязань,пашня,4,2024,Пар,Соя,,11.12,,,,,,56.93,140.71,2.76,5.16
62.23.03.002.00,Рязань,пашня,4,2024,Оз.пшеница мягкая,Чечевица,,102.55,Бирюза,ЭС,Покупные,минимальная,4.8,172.95,150.92,4.62,5.48
62.23.03.003.00,Рязань,пашня,4,2024,Оз.пшеница мягкая,Чечевица,,32.4,Бирюза,РС-2,Свои,минимальная,4.8,54.65,122,4.6,5.31
62.23.03.004.00,Рязань,пашня,4,2024,Чечевица красная,Яр.пшеница мягкая,,239,Рэдбоу,РС-3,Свои,минимальная,2,101.07,216.03,5.42,4.91
62.23.03.005.00,Рязань,пашня,4,2024,Оз.пшеница мягкая,Чечевица,,112.26,Бирюза,РС-2,Свои,минимальная,4.8,69.71,272,5.48,5.25
62.23.03.006.01,Рязань,пашня,3,2024,"Залежь, лес","Залежь, лес",,122.25,,,,,,45.46,192.38,2.9,4.89
62.23.03.006.02,Рязань,пашня,4,2024,Соя,Соя,,72.5,ОАК Пруденс,РС-2,Свои,минимальная,2,45.46,192.38,2.9,4.89
62.23.03.006.03,Рязань,пашня,4,2024,Пар,Соя,,5.3,,,,,,45.46,192.38,2.9,4.89
62.23.03.007.01,Рязань,пашня,4,2024,Кукуруза зерно,Яр.ячмень,,156.17,Талисман,F1,Покупные,минимальная,7.5,65.6,203.11,5.09,4.91
62.23.03.007.02,Рязань,пашня,3,2024,"Залежь, лес","Залежь, лес",,54.03,,,,,,65.6,203.11,5.09,4.91
62.23.03.007.03,Рязань,пашня,4,2024,Кукуруза зерно,Яр.ячмень,,40,Галифакс,F1,Покупные,минимальная,7.5,65.6,203.11,5.09,4.91
62.23.03.008.00,Рязань,пашня,4,2024,Оз.пшеница мягкая,Чечевица,,116.63,Бирюза,РС-2,Свои,минимальная,4.8,86.03,172.06,5.37,5.07
62.23.03.009.00,Рязань,пашня,4,2024,Кукуруза зерно,Яр.ячмень,,104.69,Талисман,F1,Покупные,классическая с плугом,7.5,91.07,254.6,5.8,4.88
62.23.03.010.01,Рязань,пашня,4,2024,Яр.пшеница мягкая,Подсолнечник,,89.73,Ликамеро,РС-1,Свои,минимальная,4.5,,,,
62.23.03.010.02,Рязань,пашня,4,2024,Яр.пшеница мягкая,Подсолнечник,,124.08,Канюк,РС-1,Свои,минимальная,4.5,,,,
62.23.06.001.00,Рязань,пашня,4,2024,Соя,Кукуруза корнаж; Кукуруза зерно,,100.4,ОАК Пруденс,РС-2,Свои,минимальная,2,122.4,220.31,3.9,4.58
62.23.06.002.01,Рязань,пашня,4,2024,Оз.пшеница мягкая,Пар,,247.67,Безостая 100,РС-1,Свои,минимальная,4.8,150.31,212.18,5.08,4.88
62.23.06.002.02,Рязань,пашня,4,2024,Оз.пшеница мягкая,Пар,,93.45,Бирюза,РС-2,Свои,минимальная,4.8,150.31,212.18,5.08,4.88
62.23.06.003.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,5,86.12,,,Покупные,минимальная,4.5,135.25,172.27,4.03,4.9
62.23.06.004.00,Рязань,пашня,4,2024,Кукуруза силос,Оз.пшеница мягкая,,179.35,Дорка,F1,Покупные,классическая с плугом,8,154.69,133.04,4.17,5.24
62.23.06.005.00,Рязань,пашня,4,2024,Кукуруза силос,Оз.пшеница мягкая,,85.83,Галифакс,F1,Покупные,минимальная,8,148.7,147.8,4.17,5.37
62.23.06.006.00,Рязань,пашня,4,2024,Кукуруза силос,Люцерна пр.лет корм,,92.3,Галифакс,F1,Покупные,минимальная,8,268.52,153,4.08,5.2
62.23.06.007.00,Рязань,пашня,4,2024,Соя,Кукуруза силос,,156.76,Аргента,РС-3,Свои,минимальная,2,100.76,101.45,4.44,4.88
62.23.06.008.01,Рязань,пашня,4,2024,Кукуруза зерно,Люцерна пр.лет корм,,20.8,Галифакс,F1,Покупные,минимальная,7.5,79,73.33,4.5,4.87
62.23.06.008.02,Рязань,пашня,4,2024,Пар,Люцерна пр.лет корм,,13.96,,,,,,79,73.33,4.5,4.87
62.23.06.009.01,Рязань,пашня,4,2024,Пар,Кукуруза силос,,3,,,,,,71.3,97.4,4.42,5.22
62.23.06.009.02,Рязань,пашня,4,2024,Пар,Кукуруза зерно,,33.23,,,,,,71.3,97.4,4.42,5.22
62.23.06.010.00,Рязань,пашня,4,2024,Площадка под корма,Люцерна пр.лет корм,,1.93,,,,,,447.3,251,6,6
62.23.06.011.00,Рязань,пашня,4,2024,Площадка под корма,Люцерна пр.лет корм,,2.59,,,,,,317.4,675,5.7,4.7
62.23.06.012.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,7,3.46,Артемида,,,минимальная,4.5,271.3,338,5,5
62.23.06.013.00,Рязань,пашня,4,2024,Площадка под корма,Люцерна пр.лет корм,,4.51,,,,,,296.7,200,5.6,4.6
62.23.06.014.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,7,3.76,Артемида,,,минимальная,4.5,347.8,376,4.5,6
62.23.06.015.00,Рязань,пашня,3,2024,"Залежь, кустарник","Залежь, кустарник",,11.59,,,,,,134.6,127,4.9,5.2
62.23.06.016.00,Рязань,пашня,3,2024,"Залежь, кустарник","Залежь, кустарник",,10.65,,,,,,183.3,144,5,4.9
62.23.06.017.00,Рязань,пашня,3,2024,"Залежь, кустарник","Залежь, кустарник",,12.5,,,,,,74.6,125,4.4,4.5
62.23.06.018.00,Рязань,пашня,3,2024,"Залежь, кустарник","Залежь, кустарник",,12.21,,,,,,49.2,236,4.3,4.7
62.23.06.019.00,Рязань,пашня,3,2024,"Залежь, кустарник","Залежь, кустарник",,10.69,,,,,,134.5,150,4.3,5
62.23.06.020.01,Рязань,пашня,3,2024,Пар,Кукуруза зерно,,8,,,,,,221.5,350,5,4.9
62.23.06.020.02,Рязань,пашня,3,2024,Пар,Пар,,2.15,,,,,,221.5,350,5,4.9
62.23.06.021.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,23.47,Верко,РС-1,Покупные,минимальная,1.5,189.63,277,4,5.2
62.23.06.022.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,14.34,Верко,РС-1,Покупные,минимальная,1.5,63.15,209.5,4,4.75
62.23.06.023.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,13.29,Верко,РС-1,Покупные,минимальная,1.5,65.8,192,5.4,4.6
62.23.06.024.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,13.71,Верко,РС-1,Покупные,минимальная,1.5,141.05,223.5,4.5,4.9
62.23.06.025.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,25.12,Верко,РС-1,Покупные,минимальная,1.5,131.63,149,4.7,4.87
62.23.06.026.00,Рязань,пашня,3,2024,Пар,Кукуруза зерно,,20.2,,,,,,136.93,244.33,4.23,4.3
62.23.06.027.00,Рязань,пашня,3,2024,Пар,Кукуруза зерно,,7.79,,,,,,325.3,289,4.4,4.8
62.23.06.028.00,Рязань,пашня,3,2024,Подсолнечник,Кукуруза зерно,,47.43,Суоми,F1,Покупные,минимальная,2.6,176.1,250.8,4.4,4.92
62.23.06.029.00,Рязань,пашня,3,2024,"Залежь, кустарник","Залежь, кустарник",,11.66,,,,,,36.3,295,5.3,4.6
62.23.06.030.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,8.52,БН 06-18,РСт,Покупные,минимальная,1.5,97.1,200,3.5,5.2
62.23.06.031.00,Рязань,пашня,3,2024,"Залежь, кустарник","Залежь, кустарник",,0.84,,,,,,293.5,300,6.9,5.8
62.23.06.032.00,Рязань,пашня,3,2024,"Залежь, кустарник","Залежь, кустарник",,3.42,,,,,,82,287,4.3,5.4
62.23.06.033.00,Рязань,пашня,3,2024,"Залежь, кустарник","Залежь, кустарник",,7.28,,,,,,212.2,379,4.6,5.3
62.23.06.034.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,13.89,Верко,РС-1,Покупные,минимальная,1.5,75.15,233.5,5.5,5.15
62.23.06.035.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,12.36,Верко,РС-1,Покупные,минимальная,1.5,97,198,4.5,5.3
62.23.06.036.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,9.36,Верко,РС-1,Покупные,минимальная,1.5,210,355,5.6,5.75
62.23.06.037.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,10.12,Верко,РС-1,Покупные,минимальная,1.5,65.6,216,4,5.1
62.23.06.038.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,10.16,БН 06-18,РСт,Покупные,минимальная,1.5,82.7,213,5.9,4.9
62.23.06.039.00,Рязань,пашня,3,2024,Люцерна 1 г.ж.корм,Кукуруза зерно,1,12.7,Верко,РС-1,Покупные,минимальная,1.5,82.1,248,4.2,4.9
62.23.06.040.00,Рязань,пашня,4,2024,Яр.пшеница мягкая,Кукуруза силос,,12.98,Канюк,РС-1,Свои,минимальная,4.5,54.2,89,3,5.2
62.23.06.041.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,10.59,Сарга,РС-1,Покупные,минимальная,4.5,91.9,60,4.6,5.1
62.23.06.042.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,5.08,Сарга,,Покупные,минимальная,4.5,292.3,586,4,5.6
62.23.06.043.01,Рязань,пашня,3,2024,Соя,Кукуруза силос,,15,Китросса,ЭС,Покупные,минимальная,2,184.87,142.17,3.73,5.39
62.23.06.043.02,Рязань,пашня,3,2024,Соя,Кукуруза силос,,15,Топаз,ЭС,Покупные,минимальная,2,184.87,142.17,3.73,5.39
62.23.06.043.03,Рязань,пашня,3,2024,Соя,Кукуруза силос,,13.35,Сентябринка,ЭС,Покупные,минимальная,2,184.87,142.17,3.73,5.39
62.23.06.044.00,Рязань,пашня,3,2024,Соя,Кукуруза силос,,131.03,Аргента,РС-3,Свои,минимальная,2,177.54,190.25,4.25,5.01
62.23.06.045.00,Рязань,пашня,3,2024,Кукуруза силос,Кукуруза силос,,40.72,Эмелин,F1,Покупные,минимальная,8,225.44,82,4.2,4.96
62.23.06.046.00,Рязань,пашня,3,2024,Кукуруза силос,Кукуруза силос,,18.66,Эмелин,F1,Покупные,минимальная,8,165.6,62.5,4.1,4.67
62.23.06.047.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,3,295.06,,,,минимальная,4.5,103.96,133.8,5.06,4.82
62.23.06.048.01,Рязань,пашня,4,2024,Подсолнечник,Кукуруза силос,,18,ЛГ 59580,F1,Покупные,минимальная,2.6,91.28,123.33,5.1,5.6
62.23.06.048.02,Рязань,пашня,4,2024,Подсолнечник,Кукуруза силос,,32.29,ЛГ 50479,F1,Покупные,минимальная,2.6,91.28,123.33,5.1,5.6
62.23.06.049.00,Рязань,пашня,4,2024,Подсолнечник,Кукуруза зерно,,18.54,Суоми,F1,Покупные,минимальная,2.6,129.55,157,5.5,4.9
62.23.06.050.00,Рязань,пашня,4,2024,Подсолнечник,Кукуруза зерно,,50.81,Суоми,F1,Покупные,минимальная,2.6,118.04,167.71,4.66,4.69
62.23.06.051.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,139.26,Планет,РС-2,Покупные,минимальная,4.5,167.16,218.33,4.79,4.95
62.23.06.052.00,Рязань,пашня,4,2024,Подсолнечник,Кукуруза зерно,,15.87,Суоми,F1,Покупные,минимальная,2.6,251.4,157.5,6,5.13
62.23.06.053.00,Рязань,пашня,4,2024,Подсолнечник,Кукуруза зерно,,182.21,Суоми,F1,Покупные,минимальная,2.6,126.84,167.23,5.34,4.81
62.23.06.054.00,Рязань,пашня,4,2024,Кукуруза зерно,Соя,,47.39,Эмелин,F1,Покупные,минимальная,7.5,131.8,151.5,4.6,5.26
62.23.06.055.01,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,88.24,Планет,РС-2,Покупные,минимальная,4.5,129.03,180.25,5.09,5.14
62.23.06.055.02,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна 1 г.ж.корм,2,36,Сарга,РС-1,Покупные,минимальная,4.5,129.03,180.25,5.09,5.14
62.23.06.056.01,Рязань,пашня,4,2024,Кукуруза корнаж,Соя,,18.5,Эмелин,F1,Покупные,минимальная,6.1,166.73,198.44,5.21,4.97
62.23.06.056.02,Рязань,пашня,4,2024,Кукуруза зерно,Соя,,52.17,Эмелин,F1,Покупные,минимальная,7.5,166.73,198.44,5.21,4.97
62.23.06.057.01,Рязань,пашня,4,2024,Кукуруза силос,Соя,,171.69,Эмелин,F1,Покупные,минимальная,8,160.72,184.5,5.29,4.96
62.23.06.057.02,Рязань,пашня,4,2024,Кукуруза корнаж,Соя,,83.69,Эмелин,F1,Покупные,минимальная,6.1,160.72,184.5,5.29,4.96
62.23.06.058.00,Рязань,пашня,4,2024,Чечевица красная,Яр.пшеница мягкая,,94.43,Рэдбоу,РС-3,Свои,минимальная,2,101.85,152.67,4.3,5.32
62.23.06.059.01,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,5,134.28,БН 06-18,РСт,Покупные,минимальная,4.5,96.41,181.96,4.23,5.35
62.23.06.059.02,Рязань,пашня,4,2024,Чечевица красная,Яр.ячмень,,80.48,Рэдбоу,РС-3,Свои,минимальная,2,96.41,181.96,4.23,5.35
62.23.06.060.00,Рязань,пашня,4,2024,Пар,Подсолнечник,,252.11,,,,,,122.16,160.85,4.75,4.93
62.23.06.061.00,Рязань,пашня,4,2024,Яр.пшеница мягкая,Подсолнечник,,293.19,Канюк,РС-1,Свои,минимальная,4.5,215.67,189.03,4.5,5.14
62.23.06.062.00,Рязань,пашня,4,2024,Чечевица красная,Кукуруза зерно,,116.2,Рэдбоу,РС-3,Свои,минимальная,2,288.48,265.62,4.8,5.3
62.23.06.063.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4,27.41,БН 06-18,РСт,Покупные,минимальная,4.5,171.63,210.67,4.5,5.2
62.23.06.064.00,Рязань,пашня,4,2024,Чечевица красная,Яр.пшеница мягкая,,214.59,Рэдбоу,РС-3,Свои,минимальная,2,141.57,192.59,4.72,5.06
62.23.06.065.00,Рязань,пашня,4,2024,Чечевица красная,Яр.пшеница мягкая,,173.9,Рэдбоу,РС-3,Свои,минимальная,2,76.7,147.15,4.81,4.67
62.23.06.066.00,Рязань,пашня,4,2024,Чечевица красная,Яр.пшеница мягкая,,155.99,Рэдбоу,РС-3,Свои,минимальная,2,118.45,123.03,3.93,5.13
62.23.06.067.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4,11.44,Паола,РС-1,Покупные,минимальная,4.5,125.7,128,3.9,5.1
62.23.06.068.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4,75.56,Паола,РС-1,Покупные,минимальная,4.5,178.68,153,4.06,5.72
62.23.06.069.00,Рязань,пашня,4,2024,Люцерна пр.лет корм,Люцерна пр.лет корм,4,24.01,БН 06-18,РСт,Покупные,минимальная,4.5,165.73,102.67,4.6,5.8
62.23.06.070.00,Рязань,пашня,4,2024,Яр.пшеница мягкая,Люцерна пр.лет корм,,91.85,Ликамеро,РС-1,Свои,минимальная,4.5,159.07,190.18,4.66,5.62
62.23.06.071.00,Рязань,пашня,3,2024,Чечевица красная,Яр.пшеница мягкая,,6.98,Рэдбоу,РС-3,Свои,классическая с плугом,2,281.9,145,4,5.1
62.23.06.073.00,Рязань,пашня,4,2024,Соя,Яр.пшеница мягкая,,128.46,Аргента,РС-3,Свои,классическая с плугом,2,76.03,143.88,5.47,4.92
62.23.06.074.00,Рязань,пашня,4,2024,Соя,Оз.пшеница мягкая,,144.44,Аргента,РС-3,Свои,минимальная,2,105.63,162.74,5.13,4.91
62.23.06.075.00,Рязань,пашня,4,2024,Аренда,Аренда,,16.07,,,,,,96.7,179,4.9,4.75
62.23.06.076.00,Рязань,пашня,4,2024,"Не используется, чужая земля","Не используется, чужая земля",,39.6,,,,,,85.99,158.7,5.54,4.83
62.23.06.077.00,Рязань,пашня,4,2024,Кукуруза зерно,Яр.пшеница мягкая,,51.42,Талисман,F1,Покупные,классическая с плугом,7.5,129,144.33,4.4,4.84
62.23.06.078.00,Рязань,пашня,4,2024,Кукуруза зерно,Яр.пшеница мягкая,,17.48,Талисман,F1,Покупные,классическая с плугом,7.5,250,129,5,4.6
62.23.06.079.00,Рязань,пашня,4,2024,Кукуруза зерно,Яр.пшеница мягкая,,32.85,Талисман,F1,Покупные,классическая с плугом,7.5,91.2,201,4,5.17
62.23.06.080.00,Рязань,пашня,4,2024,Кукуруза зерно,Яр.ячмень,,281.07,Талисман,F1,Покупные,классическая с плугом,7.5,149.32,214,4.81,5.2
62.23.06.081.00,Рязань,пашня,4,2024,Кукуруза зерно,Яр.ячмень,,21.9,Талисман,F1,Покупные,классическая с плугом,7.5,,,,
62.23.06.082.01,Рязань,пашня,4,2024,Аренда,Аренда,,2.33,,,,,,121.36,194.56,4.6,5.23
62.23.06.082.02,Рязань,пашня,4,2024,Аренда,Аренда,,67.09,,,,,,121.36,194.56,4.6,5.23
62.23.06.083.00,Рязань,пашня,4,2024,Аренда,Аренда,,197.75,,,,,,131.58,152.89,2.66,4.99
62.23.06.084.00,Рязань,пашня,4,2024,Аренда,Аренда,,63.79,,,,,,180.71,145.88,3.59,5.19
62.23.06.085.01,Рязань,пашня,4,2024,Соя,Соя,,56.6,Аргента,РС-3,Свои,классическая с плугом,2,69.5,158.88,4.92,5.02
